snapshot_date,provider,region,sku,gpu_model,gpu_count,price_type,price_usd_hour,price_usd_per_gpu_hour,source
2026-06-10,AWS,ap-east-1,g4dn.xlarge,T4,1.0,spot,0.162,0.162,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.12xlarge,A10G,4.0,ondemand,8.7324,2.1831,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.12xlarge,A10G,4.0,spot,1.833804,0.458451,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.16xlarge,A10G,1.0,ondemand,6.30605,6.30605,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.16xlarge,A10G,1.0,spot,1.450392,1.450392,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.24xlarge,A10G,4.0,ondemand,12.5382,3.13455,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.24xlarge,A10G,4.0,spot,11.409762,2.8524405,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.2xlarge,A10G,1.0,ondemand,1.86595,1.86595,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.2xlarge,A10G,1.0,spot,0.410509,0.410509,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.48xlarge,A10G,8.0,ondemand,25.0764,3.13455,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.48xlarge,A10G,8.0,spot,12.5382,1.567275,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.4xlarge,A10G,1.0,ondemand,2.50025,2.50025,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.4xlarge,A10G,1.0,spot,2.10021,2.10021,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.8xlarge,A10G,1.0,ondemand,3.76885,3.76885,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.8xlarge,A10G,1.0,spot,1.055278,1.055278,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.xlarge,A10G,1.0,ondemand,1.5488,1.5488,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,g5.xlarge,A10G,1.0,spot,0.3872,0.3872,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.24xlarge,AWS Inferentia,16.0,ondemand,7.274,0.454625,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.24xlarge,AWS Inferentia,16.0,spot,4.14618,0.25913625,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.2xlarge,AWS Inferentia,1.0,ondemand,0.558,0.558,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.2xlarge,AWS Inferentia,1.0,spot,0.06138,0.06138,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.6xlarge,AWS Inferentia,4.0,ondemand,1.819,0.45475,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.6xlarge,AWS Inferentia,4.0,spot,0.21828,0.05457,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.xlarge,AWS Inferentia,1.0,ondemand,0.352,0.352,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-east-1,inf1.xlarge,AWS Inferentia,1.0,spot,0.03872,0.03872,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g2.2xlarge,K520,1.0,ondemand,0.898,0.898,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g2.8xlarge,K520,4.0,ondemand,3.592,0.898,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g3.16xlarge,M60,4.0,ondemand,6.32,1.58,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g3.4xlarge,M60,1.0,ondemand,1.58,1.58,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g3.8xlarge,M60,2.0,ondemand,3.16,1.58,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g3s.xlarge,M60,1.0,ondemand,1.04,1.04,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.16xlarge,V520,4.0,ondemand,4.68,1.17,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.16xlarge,V520,4.0,spot,1.985167,0.49629175,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.2xlarge,V520,1.0,ondemand,0.7303,0.7303,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.2xlarge,V520,1.0,spot,0.394,0.394,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.4xlarge,V520,1.0,ondemand,1.17,1.17,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.4xlarge,V520,1.0,spot,0.641467,0.641467,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.8xlarge,V520,2.0,ondemand,2.34,1.17,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.8xlarge,V520,2.0,spot,0.459267,0.2296335,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.xlarge,V520,1.0,ondemand,0.51082,0.51082,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4ad.xlarge,V520,1.0,spot,0.269167,0.269167,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.12xlarge,T4,4.0,ondemand,5.281,1.32025,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.12xlarge,T4,4.0,spot,2.478333,0.61958325,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.16xlarge,T4,1.0,ondemand,5.875,5.875,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.16xlarge,T4,1.0,spot,0.865367,0.865367,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.2xlarge,T4,1.0,ondemand,1.015,1.015,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.2xlarge,T4,1.0,spot,0.3959,0.3959,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.4xlarge,T4,1.0,ondemand,1.625,1.625,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.4xlarge,T4,1.0,spot,0.661833,0.661833,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.8xlarge,T4,1.0,ondemand,2.938,2.938,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.8xlarge,T4,1.0,spot,1.027767,1.027767,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.metal,T4,8.0,ondemand,10.562,1.32025,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.metal,T4,8.0,spot,3.768867,0.471108375,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.xlarge,T4,1.0,ondemand,0.71,0.71,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g4dn.xlarge,T4,1.0,spot,0.243233,0.243233,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.12xlarge,A10G,4.0,ondemand,8.22609,2.0565225,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.12xlarge,A10G,4.0,spot,7.74315,1.9357875,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.16xlarge,A10G,1.0,ondemand,5.94042,5.94042,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.16xlarge,A10G,1.0,spot,1.7612,1.7612,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.24xlarge,A10G,4.0,ondemand,11.81123,2.9528075,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.24xlarge,A10G,4.0,spot,11.8112,2.9528,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.2xlarge,A10G,1.0,ondemand,1.75776,1.75776,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.2xlarge,A10G,1.0,spot,0.7513,0.7513,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.48xlarge,A10G,8.0,ondemand,23.62246,2.9528075,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.48xlarge,A10G,8.0,spot,23.6225,2.9528125,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.4xlarge,A10G,1.0,ondemand,2.35528,2.35528,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.4xlarge,A10G,1.0,spot,0.8052,0.8052,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.8xlarge,A10G,1.0,ondemand,3.55033,3.55033,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.8xlarge,A10G,1.0,spot,1.07935,1.07935,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.xlarge,A10G,1.0,ondemand,1.459,1.459,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5.xlarge,A10G,1.0,spot,0.63245,0.63245,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.16xlarge,T4G,2.0,ondemand,3.7039,1.85195,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.16xlarge,T4G,2.0,spot,0.4818,0.2409,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.2xlarge,T4G,1.0,ondemand,0.7505,0.7505,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.2xlarge,T4G,1.0,spot,0.13575,0.13575,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.4xlarge,T4G,1.0,ondemand,1.1176,1.1176,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.4xlarge,T4G,1.0,spot,0.17415,0.17415,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.8xlarge,T4G,1.0,ondemand,1.8519,1.8519,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.8xlarge,T4G,1.0,spot,0.2401,0.2401,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.metal,T4G,2.0,ondemand,3.7039,1.85195,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.metal,T4G,2.0,spot,0.4791,0.23955,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.xlarge,T4G,1.0,ondemand,0.5669,0.5669,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g5g.xlarge,T4G,1.0,spot,0.08645,0.08645,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.12xlarge,L4,4.0,ondemand,6.67369,1.6684225,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.12xlarge,L4,4.0,spot,2.7189,0.679725,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.16xlarge,L4,1.0,ondemand,4.92637,4.92637,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.16xlarge,L4,1.0,spot,1.20345,1.20345,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.24xlarge,L4,4.0,ondemand,9.68103,2.4202575,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.24xlarge,L4,4.0,spot,2.17805,0.5445125,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.2xlarge,L4,1.0,ondemand,1.41781,1.41781,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.2xlarge,L4,1.0,spot,0.5052,0.5052,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.48xlarge,L4,8.0,ondemand,19.36206,2.4202575,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.48xlarge,L4,8.0,spot,3.6335,0.4541875,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.4xlarge,L4,1.0,ondemand,1.91903,1.91903,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.4xlarge,L4,1.0,spot,0.606,0.606,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.8xlarge,L4,1.0,ondemand,2.92148,2.92148,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.8xlarge,L4,1.0,spot,0.99015,0.99015,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.xlarge,L4,1.0,ondemand,1.1672,1.1672,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6.xlarge,L4,1.0,spot,0.4287,0.4287,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.12xlarge,L40S,4.0,ondemand,15.21742,3.804355,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.12xlarge,L40S,4.0,spot,4.338,1.0845,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.16xlarge,L40S,1.0,ondemand,10.98917,10.98917,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.16xlarge,L40S,1.0,spot,2.31835,2.31835,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.24xlarge,L40S,4.0,ondemand,21.84956,5.46239,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.24xlarge,L40S,4.0,spot,3.08775,0.7719375,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.2xlarge,L40S,1.0,ondemand,3.25168,3.25168,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.2xlarge,L40S,1.0,spot,1.05515,1.05515,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.48xlarge,L40S,8.0,ondemand,43.69912,5.46239,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.48xlarge,L40S,8.0,spot,7.5303,0.9412875,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.4xlarge,L40S,1.0,ondemand,4.35703,4.35703,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.4xlarge,L40S,1.0,spot,1.4494,1.4494,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.8xlarge,L40S,1.0,ondemand,6.56775,6.56775,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.8xlarge,L40S,1.0,spot,2.27685,2.27685,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.xlarge,L40S,1.0,ondemand,2.699,2.699,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6e.xlarge,L40S,1.0,spot,0.95855,0.95855,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.2xlarge,L4,0.25,ondemand,0.68888,2.75552,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.2xlarge,L4,0.25,spot,0.1883,0.7532,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.4xlarge,L4,0.5,ondemand,1.37776,2.75552,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.4xlarge,L4,0.5,spot,0.4146,0.8292,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.large,L4,0.125,ondemand,0.29296,2.34368,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.large,L4,0.125,spot,0.05395,0.4316,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.xlarge,L4,0.125,ondemand,0.34444,2.75552,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g6f.xlarge,L4,0.125,spot,0.08755,0.7004,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.12xlarge,NVIDIA GB202,2.0,ondemand,12.01727,6.008635,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.12xlarge,NVIDIA GB202,2.0,spot,3.1009,1.55045,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.24xlarge,NVIDIA GB202,4.0,ondemand,24.03454,6.008635,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.24xlarge,NVIDIA GB202,4.0,spot,5.34535,1.3363375,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.2xlarge,NVIDIA GB202,1.0,ondemand,4.87752,4.87752,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.2xlarge,NVIDIA GB202,1.0,spot,1.6292,1.6292,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.48xlarge,NVIDIA GB202,8.0,ondemand,48.06908,6.008635,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.48xlarge,NVIDIA GB202,8.0,spot,19.40595,2.42574375,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.4xlarge,NVIDIA GB202,1.0,ondemand,5.79852,5.79852,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.4xlarge,NVIDIA GB202,1.0,spot,2.1508,2.1508,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.8xlarge,NVIDIA GB202,1.0,ondemand,7.64051,7.64051,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,g7e.8xlarge,NVIDIA GB202,1.0,spot,1.85115,1.85115,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6.4xlarge,L4,1.0,ondemand,2.2323,2.2323,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6.4xlarge,L4,1.0,spot,0.43635,0.43635,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6.8xlarge,L4,1.0,ondemand,3.54801,3.54801,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6.8xlarge,L4,1.0,spot,0.52825,0.52825,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6f.4xlarge,L4,0.5,ondemand,1.54602,3.09204,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,gr6f.4xlarge,L4,0.5,spot,0.482,0.964,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.24xlarge,AWS Inferentia,16.0,ondemand,6.376,0.3985,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.24xlarge,AWS Inferentia,16.0,spot,4.770367,0.2981479375,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.2xlarge,AWS Inferentia,1.0,ondemand,0.489,0.489,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.2xlarge,AWS Inferentia,1.0,spot,0.084167,0.084167,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.6xlarge,AWS Inferentia,4.0,ondemand,1.594,0.3985,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.6xlarge,AWS Inferentia,4.0,spot,0.434,0.1085,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.xlarge,AWS Inferentia,1.0,ondemand,0.308,0.308,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf1.xlarge,AWS Inferentia,1.0,spot,0.0525,0.0525,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.24xlarge,AWS Inferentia2,6.0,ondemand,9.73595,1.6226583333333335,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.24xlarge,AWS Inferentia2,6.0,spot,9.09705,1.5161749999999998,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.48xlarge,AWS Inferentia2,12.0,ondemand,19.4719,1.6226583333333335,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.48xlarge,AWS Inferentia2,12.0,spot,19.4719,1.6226583333333335,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.8xlarge,AWS Inferentia2,1.0,ondemand,2.95179,2.95179,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.8xlarge,AWS Inferentia2,1.0,spot,2.9518,2.9518,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.xlarge,AWS Inferentia2,1.0,ondemand,1.1373,1.1373,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,inf2.xlarge,AWS Inferentia2,1.0,spot,0.48525,0.48525,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,p2.16xlarge,K80,16.0,ondemand,24.672,1.542,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,p2.8xlarge,K80,8.0,ondemand,12.336,1.542,instances.vantage.sh (AWS Price List mirror)
2026-06-10,AWS,ap-northeast-1,p2.xlarge,K80,1.0,ondemand,1.542,1.542,instances.vantage.sh (AWS Price List mirror)
